,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
41,41,mths_since_issue_d:65-84,-0.007180233042528309,0.8031001351024996,mths_since_issue_d,-0.6105007364074504,-1.0,-0.3894992635925496,-1.0
42,42,int_rate:<9.548,0.9644265093948214,1.130092502123633e-36,int_rate,82.00055495539775,82.0,-0.0005549553977459709,82.0
43,43,int_rate:9.548-12.025,0.6259203096263085,1.2407784582367172e-44,int_rate,53.21899828263604,53.0,-0.21899828263604348,53.0
44,44,int_rate:12.025-15.74,0.36133006089535313,7.857322853752603e-23,int_rate,30.722159985086897,31.0,0.27784001491310306,31.0
45,45,int_rate:15.74-20.281,0.1491646825025015,2.7522485471054585e-07,int_rate,12.682756670206176,13.0,0.31724332979382375,13.0
46,46,mths_since_earliest_cr_line:141-164,0.07684228717894145,0.001987923596655448,mths_since_earliest_cr_line,6.5335306851625194,7.0,0.46646931483748055,7.0
47,47,mths_since_earliest_cr_line:165-247,0.057175949451421904,0.004298402672772962,mths_since_earliest_cr_line,4.861396425177465,5.0,0.13860357482253516,5.0
48,48,mths_since_earliest_cr_line:248-270,0.10562265832787003,5.5941678517391204e-05,mths_since_earliest_cr_line,8.980587441737333,9.0,0.01941255826266719,9.0
49,49,mths_since_earliest_cr_line:271-352,0.14571174111801782,4.6036323608135263e-10,mths_since_earliest_cr_line,12.389169645173242,12.0,-0.3891696451732418,12.0
50,50,mths_since_earliest_cr_line:>352,0.15275950529230353,7.998700928692478e-09,mths_since_earliest_cr_line,12.988407189824358,13.0,0.011592810175642398,13.0
51,51,inq_last_6mths:0,0.27178787498705886,0.0028636848649674605,inq_last_6mths,23.108817895385364,23.0,-0.10881789538536424,23.0
52,52,inq_last_6mths:1-2,0.12712208155398783,0.16267009389934473,inq_last_6mths,10.808580159263201,11.0,0.19141984073679907,11.0
53,53,inq_last_6mths:3-6,-0.08029973527651478,0.380658530735997,inq_last_6mths,-6.827500894368404,-7.0,-0.1724991056315961,-7.0
54,54,acc_now_delinq:>=1,0.14771800105999042,0.1633146560548211,acc_now_delinq,12.559752294057262,13.0,0.4402477059427383,13.0
55,55,annual_inc:20K-30K,-0.17992423229188578,2.9899823010167486e-05,annual_inc,-15.29809348264038,-15.0,0.2980934826403807,-14.0
56,56,annual_inc:30K-40K,-0.11585764575182936,0.005255334907748215,annual_inc,-9.85081927438659,-10.0,-0.14918072561341056,-10.0
57,57,annual_inc:40K-50K,-0.021146385436147903,0.6100014377169477,annual_inc,-1.797975609518412,-2.0,-0.20202439048158793,-2.0
58,58,annual_inc:50K-60K,0.04363889479216451,0.2983735919880559,annual_inc,3.7104056719087537,4.0,0.2895943280912463,4.0
59,59,annual_inc:60K-70K,0.12191583544548752,0.004464635387552414,annual_inc,10.365918052847967,10.0,-0.36591805284796663,10.0
60,60,annual_inc:70K-80K,0.1930727340454927,9.913134184668264e-06,annual_inc,16.416047448157514,16.0,-0.4160474481575136,16.0
61,61,annual_inc:80K-90K,0.26930419137744444,3.048330761226492e-09,annual_inc,22.897642204611575,23.0,0.10235779538842493,23.0
62,62,annual_inc:90K-100K,0.2800463515389079,2.403597652499253e-09,annual_inc,23.810996499707123,24.0,0.18900350029287694,24.0
63,63,annual_inc:100K-120K,0.360420123033981,9.829186577067555e-15,annual_inc,30.644792338220512,31.0,0.35520766177948815,31.0
64,64,annual_inc:120K-140K,0.4820188328653926,8.655368309048215e-20,annual_inc,40.983746722928416,41.0,0.016253277071584193,41.0
65,65,annual_inc:>140K,0.38665654645861025,1.4351146994527237e-15,annual_inc,32.8755494357358,33.0,0.12445056426420109,33.0
66,66,dti:<=1.4,0.0591214804801773,0.49038896500174833,dti,5.026815586188495,5.0,-0.02681558618849511,5.0
67,67,dti:1.4-3.5,0.16993567777188195,0.019602422484155425,dti,14.448814656453276,14.0,-0.44881465645327623,14.0
68,68,dti:3.5-7.7,0.20310394810328122,0.0014322960853470625,dti,17.268953409993017,17.0,-0.2689534099930171,17.0
69,69,dti:7.7-10.5,0.13655823873926082,0.031113257959921346,dti,11.610891292668578,12.0,0.3891087073314221,12.0
70,70,dti:10.5-16.1,0.055871086753681756,0.3632459410368004,dti,4.750450215888348,5.0,0.24954978411165207,5.0
71,71,dti:16.1-20.3,-0.04600624402148756,0.45466096086037366,dti,-3.9116900089595226,-4.0,-0.08830999104047743,-4.0
72,72,dti:20.3-21.7,-0.06425694907718388,0.31591300785527754,dti,-5.463459820672266,-5.0,0.46345982067226643,-5.0
73,73,dti:21.7-22.4,-0.09338756150984966,0.1693525754448092,dti,-7.940295911758285,-8.0,-0.05970408824171525,-8.0
74,74,dti:22.4-35,-0.13745686401251153,0.024007108937721247,dti,-11.687297084489607,-12.0,-0.31270291551039264,-12.0
75,75,mths_since_last_delinq:Missing,0.08287037673059892,0.11132824641755067,mths_since_last_delinq,7.046070193089282,7.0,-0.04607019308928173,7.0
76,76,mths_since_last_delinq:4-30,0.10634146139092963,0.043453275976251024,mths_since_last_delinq,9.041703814525047,9.0,-0.04170381452504657,9.0
77,77,mths_since_last_delinq:31-56,0.15026090215593493,0.00483215563649494,mths_since_last_delinq,12.775962963333644,13.0,0.22403703666635622,13.0
78,78,mths_since_last_delinq:>=57,0.10075609467502265,0.06491165352217824,mths_since_last_delinq,8.566806903384375,9.0,0.433193096615625,9.0
79,79,mths_since_last_record:Missing,0.10207010362897241,0.16945788476050816,mths_since_last_record,8.67853077491903,9.0,0.3214692250809694,9.0
80,80,mths_since_last_record:3-20,0.20810434422354665,0.07774547035172766,mths_since_last_record,17.69411308039225,18.0,0.30588691960775094,18.0
81,81,mths_since_last_record:21-31,0.12060421261365285,0.261157024323596,mths_since_last_record,10.254397061818691,10.0,-0.2543970618186915,10.0
82,82,mths_since_last_record:32-80,0.276375032235788,0.00043530165777500674,mths_since_last_record,23.49884184889479,23.0,-0.49884184889479144,24.0
83,83,mths_since_last_record:81-86,-0.09175042784131983,0.28421627766666624,mths_since_last_record,-7.801098297375151,-8.0,-0.19890170262484919,-8.0
84,84,mths_since_last_record:>=86,-0.004812786042105682,0.9494027954584735,mths_since_last_record,-0.40920808634957795,-0.0,0.40920808634957795,-0.0
85,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
86,1,home_ownership:RENT_OTHER_NONE_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0
87,2,addr_state:ND_NE_IA_NV_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0
88,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0
89,4,purpose:educ__sm_b__wedd__ren_en__mov__house,0.0,,purpose,0.0,0.0,0.0,0.0
90,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
91,6,term:60,0.0,,term,0.0,0.0,0.0,0.0
92,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
93,8,mths_since_issue_d:>84,0.0,,mths_since_issue_d,0.0,0.0,0.0,0.0
94,9,int_rate:>20.281,0.0,,int_rate,0.0,0.0,0.0,0.0
95,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
96,11,inq_last_6mths:>6,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0
97,12,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0
98,13,annual_inc:<20K,0.0,,annual_inc,0.0,0.0,0.0,0.0
99,14,dti:>35,0.0,,dti,0.0,0.0,0.0,0.0
100,15,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
101,16,mths_since_last_record:0-2,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0
